Quality,Q.Score,Alc,Cl,TSO2,VA,FSO2,FA
1,6,8.9,0.045,127.0,0.3,38.0,6.7
1,5,10.2,0.045,161.0,0.31,55.0,6.4
1,7,11.7,0.038,76.0,0.25,28.0,6.9
2,8,12.8,0.03,127.0,0.32,31.0,4.4
2,8,12.8,0.03,118.0,0.225,29.0,3.9
1,6,11.6,0.036,128.0,0.3,28.0,6.2
1,6,12.3,0.043,93.0,0.33,28.0,5.7
1,5,10.3,0.042,115.0,0.32,37.0,5.9
1,6,10.4,0.047,111.0,0.26,35.0,6.2
1,7,11.6,0.039,126.0,0.2,45.0,6.0
2,8,12.8,0.037,125.0,0.28,24.0,5.8
1,7,11.9,0.038,111.0,0.31,42.0,6.4
0,4,12.1,0.033,65.0,0.35,9.0,6.0
1,6,9.2,0.034,99.0,0.26,26.0,5.1
1,6,9.5,0.051,131.0,0.28,37.0,6.6
1,6,11.0,0.039,104.0,0.17,39.0,6.0
1,5,10.9,0.053,100.0,0.35,10.0,7.3
1,6,10.4,0.053,150.0,0.26,66.0,6.0
1,5,9.1,0.054,147.0,0.375,29.0,5.4
1,6,11.4,0.075,71.0,0.17,19.0,7.0
1,7,11.4,0.027,113.0,0.26,46.0,5.1
1,5,9.7,0.127,178.0,0.36,63.0,5.8
1,6,12.4,0.026,113.0,0.4,17.0,5.7
1,6,10.6,0.032,136.0,0.41,54.0,6.1
1,6,11.2,0.031,122.0,0.385,38.0,5.8
1,6,13.1333333333333,0.021,82.0,0.27,18.0,6.0
1,6,11.0,0.043,131.0,0.24,18.0,7.0
1,6,11.3,0.036,165.0,0.23,35.0,6.8
1,7,12.0,0.054,130.0,0.28,22.0,6.5
1,5,9.2,0.042,140.0,0.23,54.0,6.4
1,6,10.7,0.046,134.0,0.34,29.0,6.0
1,6,11.4,0.036,86.0,0.22,36.0,6.7
1,7,12.1,0.032,90.0,0.32,22.0,6.0
1,6,11.1,0.062,140.0,0.29,17.0,5.8
1,6,9.7,0.058,140.0,0.38,20.0,5.8
1,5,10.7,0.057,141.0,0.32,17.0,5.9
1,6,10.9,0.031,97.0,0.33,33.0,5.6
1,7,12.0,0.033,95.0,0.37,35.0,5.9
1,6,10.6,0.035,102.0,0.295,40.0,5.6
1,5,9.6,0.096,92.0,0.5,18.0,6.7
1,6,13.1,0.031,216.0,0.28,54.0,6.5
1,6,11.0,0.038,114.0,0.275,28.0,5.3
0,4,11.6,0.038,44.0,0.405,10.0,5.2
1,7,11.95,0.029,128.0,0.34,44.0,6.8
1,6,11.5,0.043,92.0,0.28,50.0,6.2
1,5,11.3,0.046,182.0,0.34,47.0,5.6
1,6,11.9,0.044,180.0,0.29,38.0,4.8
1,5,9.5,0.136,93.0,0.38,15.0,6.6
1,6,12.2,0.048,150.0,0.3,40.0,5.1
1,7,12.2,0.038,97.0,0.54,52.0,4.4
1,6,11.1,0.048,161.0,0.36,67.0,7.0
1,5,9.6,0.055,164.0,0.33,52.0,6.4
1,5,11.4,0.044,113.0,0.23,12.0,6.2
1,5,11.4,0.047,77.0,0.25,20.0,5.2
1,6,12.0666666666667,0.041,79.0,0.35,22.0,6.2
1,6,9.0,0.058,172.0,0.23,26.0,7.1
1,6,11.4,0.043,116.0,0.38,19.0,7.5
1,5,9.6,0.055,177.0,0.35,53.0,6.4
1,6,11.0,0.045,118.0,0.43,25.0,6.0
1,6,11.0,0.046,119.0,0.52,24.0,6.0
1,6,11.2,0.027,102.0,0.31,16.0,5.5
1,6,11.55,0.052,86.0,0.22,42.0,5.9
1,7,13.3,0.036,92.0,0.36,44.0,6.2
1,5,9.63333333333333,0.066,148.0,0.41,22.0,6.0
1,6,11.2,0.048,112.0,0.41,30.0,5.7
1,6,10.8,0.046,124.0,0.23,42.0,5.8
1,6,9.8,0.032,81.0,0.24,8.0,6.6
1,7,11.45,0.021,132.0,0.32,29.0,6.1
1,5,9.7,0.032,179.0,0.42,50.0,6.0
1,6,11.9,0.03,122.0,0.21,33.0,5.7
1,6,10.0,0.048,125.0,0.2,16.0,5.6
1,6,9.7,0.035,97.0,0.22,18.0,7.4
1,7,11.6,0.038,117.0,0.38,34.0,6.2
1,6,9.53333333333333,0.046,170.0,0.34,68.0,6.6
1,6,9.4,0.03,118.0,0.235,34.0,5.0
1,5,10.7,0.037,156.0,0.32,45.0,5.5
1,6,11.5,0.035,148.0,0.47,60.0,4.9
1,5,9.6,0.048,174.0,0.33,68.0,6.5
1,6,9.55,0.046,170.0,0.34,68.0,6.6
1,7,12.15,0.028,121.0,0.21,45.0,6.2
1,5,9.2,0.052,127.0,0.22,38.0,6.8
1,6,9.4,0.03,118.0,0.235,34.0,4.9
1,6,11.8,0.036,100.0,0.34,25.0,6.1
1,6,10.6,0.038,121.0,0.21,38.0,5.7
1,5,9.7,0.032,112.0,0.23,29.0,6.5
1,6,11.2,0.039,92.0,0.21,24.0,6.2
1,5,9.6,0.047,168.0,0.32,57.0,6.6
1,6,9.4,0.041,111.0,0.24,30.0,6.5
